GEOID,County,Borough,population,median_income,pct_hispanic,pct_white,pct_black,pct_native,pct_asian,poverty_pct,child_poverty_pct,commute_drive_pct,commute_carpool_pct,commute_transit_pct,commute_walk_pct,commute_work_home_pct,mean_commute,n_listings,n_unique_hosts,n_entire_home,availability_365,number_of_reviews,share_entire_home,listings_per_1000_residents,median_income_z,pct_white_z,poverty_pct_z,gentrification_proxy,gentrifying,listings_per_1000_capped
36047015700,Kings,Brooklyn,4289,102500.0,7.2,78.6,2.0,0.6,8.0,1.6,0.0,6.5,0.7,67.1,5.0,16.2,40.7,25.0,24.0,17.0,151.48,56.12,0.68,5.828864537188156,1.5185638321892436,1.4974585001043579,-1.357308116704239,4.373330448997841,1,5.828864537188156
36047015900,Kings,Brooklyn,5157,130806.0,7.0,76.6,7.2,0.5,4.8,3.1,2.1,3.6,1.9,66.0,10.6,14.2,34.3,22.0,21.0,16.0,138.5,88.36363636363636,0.7272727272727273,4.266046150862905,2.5076903393765613,1.4316999890285604,-1.2439570404051266,5.1833473688102485,1,4.266046150862905
36047016000,Kings,Brooklyn,4475,60698.0,22.6,52.8,4.9,0.0,16.2,20.7,33.0,23.7,7.0,55.8,10.7,1.8,39.3,2.0,2.0,1.0,339.0,47.5,0.5,0.446927374301676,0.05783231754767486,0.6491737072265694,0.08602892150445786,0.6209771032697864,0,0.446927374301676
36047016100,Kings,Brooklyn,3139,103500.0,13.5,62.9,11.2,0.0,7.4,10.6,15.1,8.2,0.4,68.2,7.6,8.7,37.3,42.0,38.0,26.0,94.04761904761904,41.61904761904762,0.6190476190476191,13.3800573431029,1.5535078902400923,0.9812541881593472,-0.6772016589095651,3.211963737309005,1,9.797518011880051
36047016200,Kings,Brooklyn,2560,71602.0,12.2,62.5,2.7,0.0,20.5,11.0,11.1,29.2,4.5,54.4,6.8,4.4,40.4,,,,,,,0.0,0.4388623265341269,0.9681024859441877,-0.6469747052298018,2.053939517708116,1,0.0
36047016300,Kings,Brooklyn,3223,86234.0,5.8,58.2,21.5,0.0,9.9,8.1,0.0,9.5,0.4,68.6,5.1,12.4,38.6,27.0,25.0,18.0,85.62962962962963,67.81481481481481,0.6666666666666666,8.377288240769468,0.950163783934142,0.8267216871312231,-0.8661201194080856,2.6430055904734506,1,8.377288240769468
36047016400,Kings,Brooklyn,654,97760.0,11.0,69.4,8.9,0.0,3.5,8.6,13.7,46.0,16.3,15.2,12.5,9.9,21.4,1.0,1.0,0.0,363.0,9.0,0.0,1.529051987767584,1.352928997028222,1.1949693491556894,-0.8283364273083815,3.3762347734922926,1,1.529051987767584
36047016500,Kings,Brooklyn,5706,124714.0,8.7,74.2,2.6,0.0,8.4,5.6,0.0,7.4,5.4,63.9,9.2,12.1,38.1,15.0,15.0,11.0,81.06666666666666,36.0,0.7333333333333333,2.6288117770767614,2.2948111377307923,1.3527897757376035,-1.0550385799066062,4.702639493375002,1,2.6288117770767614
36047016600,Kings,Brooklyn,2080,80395.0,12.2,83.5,0.0,0.0,3.0,4.5,5.4,42.8,15.8,22.8,13.5,3.6,33.4,,,,,,,0.0,0.7461254289752377,1.6585668522400623,-1.1381627025259553,3.542854983741255,1,0.0
36047016700,Kings,Brooklyn,5278,107466.0,12.9,76.4,0.6,0.0,7.3,5.2,0.0,7.2,1.6,72.0,7.7,10.6,39.4,,,,,,,0.0,1.6920960244697574,1.425124137920981,-1.0852655335863695,4.202485695977108,1,0.0
36047016800,Kings,Brooklyn,1801,82891.0,5.4,61.5,5.7,0.0,23.8,8.5,8.8,47.2,7.6,39.1,2.5,3.7,41.8,4.0,3.0,2.0,237.75,51.5,0.5,2.2209883398112162,0.8333457978701555,0.935223230406289,-0.8358931657283224,2.6044621940047668,1,2.2209883398112162
36047016900,Kings,Brooklyn,4779,78504.0,19.7,64.1,1.4,0.0,12.7,18.6,29.6,10.8,0.9,66.2,10.9,6.8,36.4,,,,,,,0.0,0.6800462152010832,1.0207092948048255,-0.07266258531429924,1.7734180953202079,1,0.0
36047017000,Kings,Brooklyn,4115,72875.0,17.0,42.3,1.9,0.0,38.7,18.0,30.6,28.7,8.8,55.1,5.5,0.5,46.4,3.0,3.0,1.0,218.66666666666663,5.0,0.3333333333333333,0.7290400972053463,0.483346112432857,0.3039415240786322,-0.11800301583394428,0.9052906523454334,0,0.7290400972053463
36047017100,Kings,Brooklyn,3943,108384.0,7.4,82.9,1.8,0.0,6.2,3.8,3.3,14.7,0.8,64.7,5.5,11.9,40.2,,,,,,,0.0,1.7241746697604363,1.638839298917323,-1.191059871465541,4.5540738401433005,1,0.0
36047017200,Kings,Brooklyn,4040,70125.0,15.5,32.3,3.3,0.0,48.1,3.8,6.9,27.2,7.4,56.0,2.9,4.1,47.8,2.0,2.0,1.0,303.0,100.0,0.5,0.49504950495049505,0.38724995279302366,-0.024851031300355705,-1.191059871465541,1.5534587929582089,1,0.49504950495049505
36047017400,Kings,Brooklyn,1908,72692.0,6.3,55.1,0.0,0.0,36.6,6.4,1.1,35.1,7.5,46.0,4.8,3.5,49.4,2.0,2.0,0.0,353.0,33.5,0.0,1.0482180293501049,0.47695134980955173,0.7247959949637367,-0.9945846725470796,2.196332017320368,1,1.0482180293501049
36047017600,Kings,Brooklyn,2322,55865.0,22.6,45.7,0.7,0.0,31.0,12.6,22.7,23.5,7.2,61.3,6.4,0.4,50.5,2.0,2.0,1.0,271.0,0.5,0.5,0.8613264427217916,-0.11105231501207592,0.4157309929074882,-0.5260668905107487,0.8307455684061611,0,0.8613264427217916
36047017800,Kings,Brooklyn,3226,55745.0,26.0,31.6,1.2,0.0,36.4,20.2,28.9,20.4,6.1,65.4,7.5,0.6,51.3,2.0,2.0,2.0,57.0,1.0,1.0,0.6199628022318661,-0.11524560197817775,-0.047866510176884716,0.04824522940475375,-0.21135734155981623,0,0.6199628022318661
36047017900,Kings,Brooklyn,4131,45947.0,22.5,20.9,48.1,0.0,4.9,18.5,24.9,7.8,2.4,75.2,5.7,8.0,36.7,14.0,12.0,10.0,155.57142857142858,32.357142857142854,0.7142857142857143,3.3890099249576373,-0.45762748276039134,-0.3996745444324018,-0.08021932373424016,-0.777082703458553,0,3.3890099249576373
36047018000,Kings,Brooklyn,3512,57194.0,28.0,54.2,0.0,0.3,17.4,27.0,46.2,20.0,12.9,57.9,5.5,1.3,47.8,3.0,3.0,2.0,335.6666666666667,155.66666666666666,0.6666666666666666,0.8542141230068337,-0.06461166186249827,0.6952046649796279,0.5621034419607297,0.06848956115639993,0,0.8542141230068337
36047018100,Kings,Brooklyn,3424,80911.0,16.4,48.9,24.6,0.0,7.7,8.3,9.7,6.8,2.9,71.8,6.4,7.7,34.6,,,,,,,0.0,0.7641565629294755,0.5209446106287642,-0.8510066425682039,2.1361078161264437,1,0.0
36047018200,Kings,Brooklyn,3600,47206.0,19.0,23.4,1.8,0.0,55.8,19.1,41.7,18.7,5.7,66.2,6.5,2.8,43.1,3.0,3.0,2.0,266.3333333333333,81.0,0.6666666666666666,0.8333333333333334,-0.41363291367437305,-0.31747640558765483,-0.03487889321459513,-0.6962304260474328,0,0.8333333333333334
36047018300,Kings,Brooklyn,2692,93625.0,12.1,55.3,19.6,0.0,6.7,7.7,1.8,7.1,6.3,71.8,5.0,6.8,36.1,31.0,29.0,19.0,124.0,51.61290322580645,0.6129032258064516,11.515601783060921,1.2084353169879634,0.7313718460713163,-0.896347073087849,2.8361542361471286,1,9.797518011880051
36047018400,Kings,Brooklyn,2551,76210.0,2.6,49.8,2.2,0.0,45.0,10.3,16.1,37.4,8.5,46.8,6.9,0.4,44.1,2.0,2.0,2.0,0.0,11.0,1.0,0.7840062720501764,0.5998845460324368,0.550535940612873,-0.6998718741693875,1.8502923608146973,1,0.7840062720501764
36047018501,Kings,Brooklyn,4530,17407.0,30.3,4.6,53.9,0.5,8.4,54.2,65.4,10.4,3.4,60.5,18.6,6.3,37.6,17.0,15.0,11.0,167.52941176470588,32.47058823529412,0.6470588235294118,3.752759381898455,-1.4549308995316075,-0.935606409700152,2.6175362921846332,-5.008073601416393,0,3.752759381898455
36047018600,Kings,Brooklyn,2072,68021.0,8.2,59.1,1.4,0.0,29.4,6.7,7.9,30.2,3.1,53.3,7.6,3.3,41.6,2.0,2.0,0.0,286.5,73.5,0.0,0.9652509652509653,0.3137276546540384,0.8563130171153319,-0.9719144572872572,2.1419551290566274,1,0.9652509652509653
36047018700,Kings,Brooklyn,1405,89375.0,26.2,38.3,23.4,0.0,8.7,14.2,15.1,8.3,5.2,63.2,5.9,9.4,37.7,23.0,23.0,14.0,120.34782608695652,20.956521739130437,0.6086956521739131,16.370106761565836,1.0599230702718572,0.172424501927037,-0.4051590757916956,1.6375066479905898,1,9.797518011880051
36047018800,Kings,Brooklyn,2879,56339.0,9.1,55.0,0.0,0.0,35.8,11.3,5.1,20.8,10.1,56.8,7.5,3.4,47.7,,,,,,,0.0,-0.09448883149597374,0.7215080694099468,-0.6243044899699793,1.2513237278839524,1,0.0
36047019000,Kings,Brooklyn,5134,45132.0,25.8,30.8,1.0,0.0,42.2,23.8,38.7,18.2,10.0,57.8,9.0,3.7,48.5,3.0,3.0,3.0,355.3333333333333,65.33333333333333,1.0,0.584339696143358,-0.48610689007183283,-0.07416991460720376,0.32028781252262345,-0.8805646172016601,0,0.584339696143358
36047019100,Kings,Brooklyn,2902,78750.0,24.9,37.3,26.3,0.0,2.7,23.0,34.0,4.6,0.6,70.7,13.4,7.9,37.7,43.0,41.0,22.0,67.72093023255815,53.16279069767442,0.5116279069767442,14.81736733287388,0.6886424534815919,0.13954524638913823,0.2598339051630968,0.5683537947076334,0,9.797518011880051
36047019200,Kings,Brooklyn,3398,38561.0,12.2,57.8,0.6,0.4,28.9,26.8,40.8,23.4,13.5,49.4,11.5,1.1,41.9,2.0,2.0,0.0,0.0,29.5,0.0,0.5885815185403178,-0.7157242955239583,0.8135699849160634,0.5469899651208481,-0.44914427572874305,0,0.5885815185403178
36047019300,Kings,Brooklyn,5761,54369.0,10.4,31.7,47.9,0.0,7.7,15.9,24.5,14.2,2.4,58.7,13.8,3.9,33.6,43.0,39.0,26.0,118.65116279069768,14.790697674418604,0.6046511627906976,7.463981947578546,-0.16332862585614527,-0.044578584623094906,-0.2766945226527015,0.06878731217346132,0,7.463981947578546
36047019400,Kings,Brooklyn,3786,46071.0,20.0,22.8,1.3,0.0,55.4,16.8,23.7,20.9,4.9,62.7,9.8,0.4,46.6,2.0,2.0,0.0,61.0,8.0,0.0,0.5282620179609087,-0.4532944195620861,-0.33720395891039406,-0.2086838768732341,-0.5818145015992461,0,0.5282620179609087
36047019500,Kings,Brooklyn,4188,84187.0,15.4,39.9,34.9,0.2,8.3,12.8,6.8,9.7,2.6,63.7,7.5,9.7,40.5,30.0,25.0,15.0,162.1,17.1,0.5,7.163323782234958,0.8786332971040552,0.2250313107876751,-0.510953413670867,1.6146180215625971,1,7.163323782234958
36047019600,Kings,Brooklyn,5120,48382.0,19.8,37.7,0.5,0.0,42.1,23.1,21.4,22.5,10.2,52.9,10.3,3.3,43.5,3.0,1.0,0.0,135.66666666666666,33.333333333333336,0.0,0.5859375,-0.37253870140657525,0.15269694860429792,0.26739064358303777,-0.4872323963853151,0,0.5859375
36047019700,Kings,Brooklyn,3508,83650.0,6.6,44.7,35.3,0.0,6.6,14.1,6.2,7.1,1.1,77.5,2.3,5.2,41.4,37.0,35.0,25.0,132.83783783783784,65.56756756756756,0.6756756756756757,10.547320410490308,0.8598683379307496,0.38285173736958944,-0.41271581421163633,1.6554358895119754,1,9.797518011880051
36047019800,Kings,Brooklyn,1978,61875.0,3.9,59.0,0.4,0.0,36.7,16.5,23.9,32.4,4.3,53.9,3.1,0.8,47.2,4.0,3.0,4.0,158.25,8.5,1.0,2.0222446916076846,0.09896147387352354,0.8530250915615419,-0.2313540921330566,1.183340657568122,1,2.0222446916076846
36047019900,Kings,Brooklyn,2863,67656.0,10.8,39.8,32.3,0.0,11.8,14.0,7.2,11.6,0.0,72.4,4.9,3.7,35.6,85.0,49.0,71.0,171.83529411764707,14.31764705882353,0.8352941176470589,29.689137268599374,0.3009730734654787,0.22174338523388518,-0.42027255263157715,0.942989011330941,0,9.797518011880051
36047020000,Kings,Brooklyn,2216,58000.0,20.2,53.3,0.4,0.0,26.1,14.8,10.8,41.6,5.6,44.9,3.2,3.4,41.0,,,,,,,0.0,-0.03644675107351438,0.6656133349955188,-0.35981864527205054,0.988985229194055,0,0.0
36047020100,Kings,Brooklyn,3886,84844.0,9.8,46.3,32.6,0.5,4.5,7.6,2.4,6.6,2.4,71.0,2.9,9.3,37.7,55.0,50.0,31.0,116.67272727272729,39.03636363636364,0.5636363636363636,14.153371075656201,0.9015915432434627,0.4354585462302273,-0.9039038115077898,2.24095390098148,1,9.797518011880051
36047020200,Kings,Brooklyn,2131,95152.0,5.1,63.8,0.0,0.0,31.2,4.8,10.4,46.2,11.4,38.6,1.8,2.0,42.6,,,,,,,0.0,1.261794893631609,1.0108455181434561,-1.1154924872661327,3.3881328990411976,1,0.0
36047020300,Kings,Brooklyn,1688,106250.0,7.5,47.6,29.0,0.0,12.3,16.5,8.8,9.9,1.5,74.7,6.9,5.2,38.7,45.0,40.0,35.0,135.6,21.177777777777777,0.7777777777777778,26.65876777251185,1.6496040498799256,0.47820157842949584,-0.2313540921330566,2.359159720442478,1,9.797518011880051
36047020400,Kings,Brooklyn,1947,65598.0,1.4,63.5,0.0,0.0,34.9,11.2,17.2,29.0,17.2,42.5,7.7,0.7,41.8,,,,,,,0.0,0.2290582019968325,1.0009817414820865,-0.6318612283899202,1.8619011718688392,1,0.0
36047020500,Kings,Brooklyn,2747,78000.0,4.8,51.4,27.6,0.9,7.8,6.8,0.0,7.2,1.6,65.4,7.8,6.0,37.6,52.0,51.0,42.0,111.8076923076923,36.63461538461539,0.8076923076923077,18.929741536221332,0.6624344099434556,0.6031427494735111,-0.9643577188673162,2.2299348782842827,1,9.797518011880051
36047020600,Kings,Brooklyn,2706,89743.0,7.9,58.5,1.0,0.0,31.9,7.3,10.2,41.0,4.9,48.8,4.2,0.6,43.8,1.0,1.0,1.0,59.0,3.0,1.0,0.36954915003695493,1.0727824836345694,0.8365854637925926,-0.9265740267676121,2.8359419741947742,1,0.36954915003695493
36047020700,Kings,Brooklyn,4536,97353.0,16.6,45.3,27.3,0.0,5.2,5.0,11.4,16.6,3.8,61.5,8.2,5.2,37.5,,,,,,,0.0,1.3387067654015266,0.4025792906923285,-1.1003790104262512,2.841665066520106,1,0.0
36047020800,Kings,Brooklyn,3272,56003.0,5.0,41.8,0.6,2.3,48.3,18.5,31.9,28.2,7.0,52.1,9.2,2.3,48.7,1.0,1.0,1.0,117.0,1.0,1.0,0.3056234718826406,-0.10623003500105883,0.28750189630968276,-0.08021932373424016,0.2614911850428641,0,0.3056234718826406
36047021000,Kings,Brooklyn,4946,44722.0,12.5,32.2,0.4,0.0,53.0,23.3,24.4,25.2,8.6,51.3,10.8,1.6,44.9,1.0,1.0,0.0,0.0,76.0,0.0,0.2021835826930853,-0.5004339538726807,-0.028138956854145396,0.28250412042291934,-0.8110770311497455,0,0.2021835826930853
36047021100,Kings,Brooklyn,1362,43000.0,38.8,18.2,35.3,0.0,5.1,18.7,21.4,25.8,2.3,54.7,4.7,4.4,42.1,35.0,23.0,15.0,131.74285714285713,20.0,0.4285714285714285,25.697503671071953,-0.5606076218362418,-0.4884485343847285,-0.06510584689435858,-0.9839503093266118,0,9.797518011880051
36047021200,Kings,Brooklyn,5176,35330.0,4.9,24.2,0.0,0.0,69.7,27.5,32.1,16.1,7.2,62.5,8.5,1.9,53.9,,,,,,,0.0,-0.8286285470862498,-0.2911730011573358,0.5998871340604338,-1.7196886823040192,0,0.0
36047021300,Kings,Brooklyn,4296,38750.0,5.6,19.2,70.8,0.0,1.5,24.8,37.3,7.8,2.7,67.8,8.6,10.7,42.5,15.0,12.0,8.0,91.93333333333334,4.6,0.5333333333333333,3.4916201117318435,-0.709119868552348,-0.45556927884682974,0.3958551967220317,-1.5605443441212095,0,3.4916201117318435
36047021400,Kings,Brooklyn,2437,55184.0,2.5,48.9,0.0,0.0,47.8,31.5,42.0,14.6,6.7,56.8,14.5,5.6,50.8,,,,,,,0.0,-0.13484921854470375,0.5209446106287642,0.9021566708580667,-0.5160612787740063,0,0.0
36047021500,Kings,Brooklyn,5136,61723.0,12.0,36.8,39.5,0.6,8.2,13.7,17.4,5.3,0.6,82.0,4.8,3.2,44.6,,,,,,,0.0,0.09364997704979457,0.12310561862018883,-0.4429427678913997,0.6596983635613831,0,0.0
36047021600,Kings,Brooklyn,4458,35682.0,7.9,79.7,0.0,0.0,12.3,42.8,57.8,15.8,8.9,37.9,23.8,9.5,36.0,1.0,1.0,0.0,0.0,11.0,0.0,0.22431583669807087,-0.8163282386523512,1.533625681196047,1.7560681123113793,-1.0387706697676835,0,0.22431583669807087
36047021700,Kings,Brooklyn,3904,54595.0,11.8,25.8,49.6,0.0,9.0,15.4,15.2,11.0,1.2,75.3,6.4,3.4,37.9,36.0,35.0,21.0,118.66666666666669,15.166666666666666,0.5833333333333334,9.221311475409836,-0.15543126873665353,-0.2385661922966977,-0.3144782147524056,-0.07951924628094559,0,9.221311475409836
36047021800,Kings,Brooklyn,4389,35721.0,8.7,81.0,0.5,0.0,9.1,44.4,53.4,16.2,9.8,28.0,34.4,6.8,28.2,,,,,,,0.0,-0.8149654203883681,1.5763687133953153,1.8769759270304325,-1.1155726340234853,0,0.0
36047021900,Kings,Brooklyn,3617,55758.0,9.7,22.4,60.2,0.0,5.4,21.0,28.2,10.0,3.1,78.5,4.3,2.2,39.7,53.0,45.0,21.0,138.67924528301887,31.867924528301888,0.3962264150943396,14.653027370749239,-0.11479132922351672,-0.3503556611255536,0.10869913676428038,-0.5738461271133507,0,9.797518011880051
36047022000,Kings,Brooklyn,4313,30861.0,9.4,79.6,0.1,0.0,10.9,43.8,62.3,9.1,9.0,45.8,33.4,2.2,35.8,,,,,,,0.0,-0.9847935425154918,1.5303377556422568,1.8316354965107875,-1.2860912833840223,0,0.0
36047022100,Kings,Brooklyn,4255,37140.0,16.9,28.9,48.8,1.6,3.1,26.3,12.7,7.7,1.3,75.2,4.3,3.0,43.0,55.0,43.0,12.0,160.36363636363637,16.345454545454544,0.2181818181818181,12.925969447708578,-0.7653798020142141,-0.13664050012921153,0.509206273021144,-1.4112265751645696,0,9.797518011880051
36047022200,Kings,Brooklyn,4524,35094.0,10.1,88.5,0.0,0.0,0.0,45.0,58.7,16.4,6.5,30.9,35.8,3.7,28.9,,,,,,,0.0,-0.83687534478625,1.8229631299295561,1.9223163575500777,-0.9362285724067716,0,0.0
36047022400,Kings,Brooklyn,5981,37271.0,22.1,67.4,0.1,0.0,10.4,42.5,50.9,20.6,5.1,40.1,26.7,7.1,38.7,5.0,4.0,3.0,216.2,19.8,0.6,0.8359806052499582,-0.7608021304095529,1.129210838079892,1.7333978970515571,-1.364989189381218,0,0.8359806052499582
36047022600,Kings,Brooklyn,2438,48269.0,63.6,19.1,1.9,0.0,8.6,27.9,40.0,17.0,6.6,59.5,7.9,0.0,41.3,,,,,,,0.0,-0.3764873799663211,-0.45885720440061956,0.630114087740197,-1.4654586721071376,0,0.0
36047022700,Kings,Brooklyn,3725,53363.0,13.1,21.0,56.3,0.0,5.4,14.2,12.2,8.3,1.7,72.3,2.7,11.2,38.1,65.0,47.0,26.0,191.1076923076923,29.615384615384617,0.4,17.4496644295302,-0.19848234825529887,-0.3963866188786119,-0.4051590757916956,-0.1897098913422151,0,9.797518011880051
36047022800,Kings,Brooklyn,3367,30913.0,14.3,59.8,1.9,0.0,23.0,33.8,35.4,18.1,2.3,36.9,36.7,4.0,32.0,2.0,2.0,1.0,78.0,2.5,0.5,0.5940005940005939,-0.9829764514968476,0.8793284959918609,1.0759616545167054,-1.1796096100216922,0,0.5940005940005939
36047022900,Kings,Brooklyn,3780,51645.0,5.3,32.3,51.0,0.0,7.8,19.3,26.3,10.2,1.4,67.7,4.4,7.7,37.5,71.0,63.0,49.0,138.67605633802816,30.492957746478872,0.6901408450704225,18.783068783068785,-0.25851623998665657,-0.024851031300355705,-0.01976541637471354,-0.26360185491229876,0,9.797518011880051
36047023000,Kings,Brooklyn,3832,31102.0,21.8,71.8,1.5,0.0,3.2,38.0,47.5,19.3,6.7,39.0,25.1,8.0,34.4,,,,,,,0.0,-0.9763720245252373,1.2738795624466464,1.39334466815422,-1.0958371302328112,0,0.0
36047023100,Kings,Brooklyn,3506,77039.0,8.9,41.5,37.9,0.0,4.4,19.0,19.7,13.4,0.0,64.4,10.6,6.1,39.8,49.0,38.0,29.0,136.6326530612245,39.81632653061224,0.5918367346938775,13.976041072447234,0.6288531701565901,0.2776381196483132,-0.04243563163453606,0.9489269214394394,0,9.797518011880051
36047023200,Kings,Brooklyn,5753,33801.0,13.6,82.2,0.0,0.0,4.1,44.3,57.5,17.3,8.5,24.9,44.3,4.3,33.8,,,,,,,0.0,-0.8820580118459972,1.615823820040794,1.8694191886104916,-1.135653380415695,0,0.0
36047023300,Kings,Brooklyn,4863,33141.0,19.8,19.1,53.6,0.0,4.9,33.0,43.5,6.3,0.8,78.2,7.2,3.1,39.2,63.0,52.0,26.0,109.6984126984127,28.20634920634921,0.4126984126984127,12.954966070326957,-0.9051210901595572,-0.45885720440061956,1.015507747157179,-2.379486041717356,0,9.797518011880051
36047023400,Kings,Brooklyn,5162,24978.0,2.6,97.1,0.0,0.0,0.0,52.7,63.2,19.5,11.3,19.6,40.7,8.2,28.0,1.0,1.0,1.0,365.0,192.0,1.0,0.19372336303758234,-1.1903694360286334,2.105724727555485,2.504185215885521,-1.5888299243586694,0,0.19372336303758234
36047023500,Kings,Brooklyn,4015,45406.0,23.6,51.6,17.1,0.0,5.8,48.4,68.9,12.6,4.1,55.3,16.8,6.4,35.4,52.0,32.0,12.0,183.07692307692307,28.673076923076923,0.2307692307692307,12.951432129514322,-0.47653221816590036,0.609718600581091,2.1792454638280656,-2.046059081412875,0,9.797518011880051
36047023600,Kings,Brooklyn,5693,24240.0,3.9,91.1,0.2,0.8,3.9,45.4,52.6,13.6,9.2,19.0,49.6,5.8,25.5,,,,,,,0.0,-1.2161581508701595,1.9084491943280928,1.9525433112298407,-1.2602522677719075,0,0.0
36047023800,Kings,Brooklyn,4142,29050.0,5.6,93.3,0.0,0.2,0.0,29.9,35.3,17.5,13.4,32.1,27.1,8.5,37.0,,,,,,,0.0,-1.0480772316455784,1.9807835565114702,0.7812488561390134,0.15145746872687837,0,0.0
36047024000,Kings,Brooklyn,4471,26823.0,4.8,93.1,1.1,0.0,0.4,44.8,58.5,26.4,4.3,22.6,36.9,8.6,25.5,1.0,1.0,0.0,0.0,39.0,0.0,0.22366360993066428,-1.125897648924818,1.9742077054038905,1.9072028807101957,-1.0588928242311233,0,0.22366360993066428
36047024100,Kings,Brooklyn,2375,60815.0,24.2,48.6,21.3,0.0,5.2,23.4,45.3,13.0,1.8,52.7,13.4,7.7,35.9,,,,,,,0.0,0.06192077233962413,0.5110808339673947,0.29006085884286,0.2829407474641588,0,0.0
36047024200,Kings,Brooklyn,3052,38333.0,4.8,87.3,0.2,0.0,7.7,33.4,46.7,26.1,13.2,35.1,18.0,5.1,35.1,,,,,,,0.0,-0.7236915407595518,1.7835080232840774,1.0457347008369422,0.014081781687583561,0,0.0
36047024300,Kings,Brooklyn,4273,54505.0,15.5,21.2,56.4,0.0,3.6,15.8,13.9,7.5,0.8,75.6,7.0,4.7,40.9,,,,,,,0.0,-0.15857623396122988,-0.38981076777103213,-0.2842512610726423,-0.26413574065961976,0,0.0
36047024400,Kings,Brooklyn,3757,48611.0,14.9,71.7,0.5,0.0,13.0,41.6,65.6,23.4,4.4,51.0,16.6,2.4,36.4,,,,,,,0.0,-0.3645365121129309,1.2705916368928567,1.6653872512720898,-0.759332126492164,0,0.0
36047024500,Kings,Brooklyn,3855,51605.0,3.9,13.6,74.9,0.8,4.7,20.6,26.9,18.7,4.4,70.0,1.9,2.7,42.1,,,,,,,0.0,-0.2599140023086905,-0.6396931098590628,0.0784721830845172,-0.9780792952522706,0,0.0
36047024600,Kings,Brooklyn,3195,45417.0,6.7,61.6,0.0,0.0,30.9,25.5,34.4,30.8,8.7,49.8,8.9,1.8,37.0,1.0,1.0,1.0,267.0,101.0,1.0,0.31298904538341155,-0.476147833527341,0.9385111559600788,0.44875236566161736,0.013610956771120453,0,0.31298904538341155
36047024700,Kings,Brooklyn,2104,42308.0,7.3,19.7,66.2,0.0,5.3,20.1,15.2,8.3,3.6,75.9,5.8,3.2,36.5,,,,,,,0.0,-0.5847889100074289,-0.4391296510778803,0.040688490984813086,-1.0646070520701223,0,0.0
36047024800,Kings,Brooklyn,3056,46310.0,24.6,38.9,1.2,0.2,34.4,25.6,28.8,13.7,5.2,68.8,9.9,2.4,40.2,,,,,,,0.0,-0.4449427896879333,0.19215205524977633,0.4563091040815583,-0.7090998385197154,0,0.0
36047024900,Kings,Brooklyn,3973,48315.0,3.1,17.0,74.7,0.0,3.9,18.0,11.7,12.9,1.8,67.2,7.0,5.5,42.1,45.0,35.0,19.0,181.55555555555557,36.55555555555556,0.4222222222222222,11.326453561540397,-0.37487995329598206,-0.527903641030207,-0.11800301583394428,-0.7847805784922448,0,9.797518011880051
36047025000,Kings,Brooklyn,1527,46190.0,9.0,27.3,0.1,1.4,62.3,18.5,40.9,27.0,1.8,60.2,8.4,0.7,52.1,,,,,,,0.0,-0.44913607665403515,-0.1892473089898495,-0.08021932373424016,-0.5581640619096445,0,0.0
36047025100,Kings,Brooklyn,3522,27125.0,11.4,8.7,70.6,3.4,3.6,36.0,44.2,13.5,0.0,74.1,3.5,0.0,41.9,,,,,,,0.0,-1.1153445433934617,-0.800801461994767,1.2422098997554036,-3.1583559051436323,0,0.0
36047025200,Kings,Brooklyn,5337,42302.0,17.5,43.0,1.2,0.0,37.3,18.8,16.4,26.6,7.7,51.6,11.0,0.0,42.1,3.0,3.0,3.0,130.33333333333334,80.33333333333333,1.0,0.5621135469364812,-0.5849985743557341,0.3269570029551614,-0.05754910847441765,-0.20049246292615505,0,0.5621135469364812
36047025300,Kings,Brooklyn,2540,43491.0,19.4,29.7,44.6,0.0,5.4,25.9,34.1,12.1,0.9,70.9,7.1,5.5,39.6,,,,,,,0.0,-0.5434500893332752,-0.11033709569889248,0.47897931934138055,-1.1327665043735482,0,0.0
36047025400,Kings,Brooklyn,4256,48261.0,14.2,24.5,0.0,0.4,60.2,17.3,33.0,21.8,13.5,53.8,8.0,1.7,43.7,,,,,,,0.0,-0.3767669324307279,-0.2813092244959661,-0.17090018477352997,-0.487175972153164,0,0.0
36047025500,Kings,Brooklyn,5270,22500.0,65.2,2.8,31.3,0.0,0.3,42.9,63.0,3.0,2.1,77.0,13.6,0.9,41.7,11.0,11.0,8.0,63.63636363636363,32.72727272727273,0.7272727272727273,2.087286527514231,-1.276960811878636,-0.9947890696683698,1.7636248507313204,-4.035374732278326,0,2.087286527514231
36047025600,Kings,Brooklyn,3195,53036.0,10.7,26.0,0.8,0.0,61.9,16.9,19.2,11.9,9.4,69.6,8.3,0.0,47.9,2.0,2.0,2.0,361.5,26.5,1.0,0.6259780907668231,-0.20990905523792633,-0.23199034118911796,-0.2011271384532934,-0.24077225797375088,0,0.6259780907668231
36047025700,Kings,Brooklyn,2177,51310.0,44.4,14.4,35.5,0.0,3.7,34.6,53.9,22.5,4.9,62.2,5.2,2.4,38.6,29.0,27.0,3.0,82.79310344827586,8.89655172413793,0.1034482758620689,13.321084060633899,-0.2702224994336908,-0.6133897054287439,1.1364155618762322,-2.020027766738667,0,9.797518011880051
